3_min_period,centroids,count,distances_below_threshold
1735747740,"[(259.5, 216.0), (204.0, 181.0), (44.0, 208.0), (165.0, 154.0), (60.0, 169.0), (132.5, 131.5), (75.5, 141.0), (146.0, 142.0), (80.5, 128.0), (114.0, 120.0), (260.0, 216.0), (204.0, 181.0), (44.0, 207.5), (120.5, 227.0), (59.5, 169.0), (165.0, 154.0), (97.0, 139.5), (147.0, 143.0), (76.0, 141.0), (133.0, 129.5), (179.5, 155.0)]",21,"[((259.5, 216.0), (260.0, 216.0), 0.5), ((204.0, 181.0), (204.0, 181.0), 0.0), ((44.0, 208.0), (44.0, 207.5), 0.5), ((165.0, 154.0), (165.0, 154.0), 0.0), ((60.0, 169.0), (59.5, 169.0), 0.5), ((132.5, 131.5), (133.0, 129.5), 2.0615528128088303), ((75.5, 141.0), (76.0, 141.0), 0.5), ((146.0, 142.0), (147.0, 143.0), 1.4142135623730951)]"
1735739640,"[(259.5, 216.0), (43.5, 207.5), (204.0, 180.5), (59.0, 169.0), (165.0, 154.0), (146.0, 142.5), (114.5, 120.0), (132.5, 131.5), (75.5, 141.0), (84.5, 118.5), (259.5, 216.0), (204.0, 181.0), (43.5, 207.5), (165.0, 154.0), (59.5, 168.0), (146.5, 143.0), (132.5, 131.5), (114.5, 120.0), (75.0, 141.0), (80.5, 125.5), (84.5, 118.5)]",21,"[((259.5, 216.0), (259.5, 216.0), 0.0), ((43.5, 207.5), (43.5, 207.5), 0.0), ((204.0, 180.5), (204.0, 181.0), 0.5), ((59.0, 169.0), (59.5, 168.0), 1.118033988749895), ((165.0, 154.0), (165.0, 154.0), 0.0), ((146.0, 142.5), (146.5, 143.0), 0.7071067811865476), ((114.5, 120.0), (114.5, 120.0), 0.0), ((132.5, 131.5), (132.5, 131.5), 0.0), ((75.5, 141.0), (75.0, 141.0), 0.5), ((84.5, 118.5), (84.5, 118.5), 0.0)]"
1735537320,"[(215.0, 189.0), (63.0, 166.0), (304.0, 229.0), (180.0, 166.5), (150.5, 145.5), (120.5, 125.0), (53.5, 191.5), (23.5, 229.5), (75.0, 140.5), (135.5, 135.0), (215.0, 188.5), (304.0, 229.0), (62.5, 166.0), (180.5, 166.0), (53.0, 191.5), (150.5, 145.0), (76.5, 140.5), (82.5, 126.5), (23.5, 229.0), (120.5, 126.0), (135.0, 135.5)]",21,"[((215.0, 189.0), (215.0, 188.5), 0.5), ((63.0, 166.0), (62.5, 166.0), 0.5), ((304.0, 229.0), (304.0, 229.0), 0.0), ((180.0, 166.5), (180.5, 166.0), 0.7071067811865476), ((150.5, 145.5), (150.5, 145.0), 0.5), ((120.5, 125.0), (120.5, 126.0), 1.0), ((53.5, 191.5), (53.0, 191.5), 0.5), ((23.5, 229.5), (23.5, 229.0), 0.5), ((75.0, 140.5), (76.5, 140.5), 1.5), ((135.5, 135.0), (135.0, 135.5), 0.7071067811865476)]"
1735420500,"[(112.5, 216.0), (263.5, 219.0), (62.0, 172.5), (183.5, 166.5), (30.5, 232.5), (83.0, 126.5), (152.0, 147.5), (74.5, 136.0), (3.0, 210.5), (127.5, 132.0), (66.5, 153.5), (263.5, 219.0), (165.5, 155.5), (44.5, 198.0), (31.5, 232.5), (66.5, 156.5), (119.0, 138.5), (146.0, 141.5), (75.0, 139.0), (81.5, 125.0), (204.0, 168.0)]",21,"[((263.5, 219.0), (263.5, 219.0), 0.0), ((30.5, 232.5), (31.5, 232.5), 1.0), ((83.0, 126.5), (81.5, 125.0), 2.1213203435596424), ((66.5, 153.5), (66.5, 156.5), 3.0)]"
1735426440,"[(262.5, 219.0), (159.0, 170.0), (127.0, 141.5), (108.5, 142.5), (204.5, 186.5), (77.0, 140.0), (80.0, 126.0), (33.0, 233.0), (152.0, 146.5), (188.5, 166.5), (61.5, 170.5), (216.0, 186.0), (45.0, 196.5), (311.5, 233.0), (165.0, 155.0), (33.0, 233.0), (124.0, 147.5), (80.0, 125.5), (140.5, 139.5), (111.0, 135.0), (74.5, 143.5)]",21,"[((80.0, 126.0), (80.0, 125.5), 0.5), ((33.0, 233.0), (33.0, 233.0), 0.0)]"
1735754760,"[(233.0, 203.0), (44.0, 207.5), (89.5, 144.0), (59.0, 169.5), (166.0, 154.0), (96.5, 122.5), (108.5, 139.0), (147.0, 143.0), (119.5, 124.0), (134.0, 130.5), (76.0, 140.0), (233.0, 203.0), (43.5, 208.0), (104.5, 153.5), (59.5, 169.5), (165.0, 154.5), (121.0, 233.0), (146.5, 142.5), (132.5, 130.0), (76.0, 141.0), (119.0, 124.5)]",21,"[((233.0, 203.0), (233.0, 203.0), 0.0), ((44.0, 207.5), (43.5, 208.0), 0.7071067811865476), ((59.0, 169.5), (59.5, 169.5), 0.5), ((166.0, 154.0), (165.0, 154.5), 1.118033988749895), ((147.0, 143.0), (146.5, 142.5), 0.7071067811865476), ((119.5, 124.0), (119.0, 124.5), 0.7071067811865476), ((134.0, 130.5), (132.5, 130.0), 1.5811388300841898), ((76.0, 140.0), (76.0, 141.0), 1.0)]"
1735680960,"[(27.0, 227.0), (124.0, 225.0), (236.0, 201.0), (183.0, 169.0), (53.5, 185.5), (66.5, 158.0), (97.5, 167.5), (93.5, 137.0), (150.0, 141.5), (90.5, 125.5), (76.0, 140.5), (27.5, 227.0), (236.0, 201.5), (97.0, 168.0), (183.0, 168.5), (66.0, 158.0), (53.0, 186.0), (112.5, 137.5), (94.0, 138.0), (151.0, 141.5), (76.0, 141.0)]",21,"[((27.0, 227.0), (27.5, 227.0), 0.5), ((236.0, 201.0), (236.0, 201.5), 0.5), ((183.0, 169.0), (183.0, 168.5), 0.5), ((53.5, 185.5), (53.0, 186.0), 0.7071067811865476), ((66.5, 158.0), (66.0, 158.0), 0.5), ((97.5, 167.5), (97.0, 168.0), 0.7071067811865476), ((93.5, 137.0), (94.0, 138.0), 1.118033988749895), ((150.0, 141.5), (151.0, 141.5), 1.0), ((76.0, 140.5), (76.0, 141.0), 0.5)]"
1735409340,"[(263.0, 219.0), (208.0, 186.0), (33.0, 224.0), (146.0, 142.0), (164.5, 154.5), (67.0, 154.5), (58.5, 183.0), (82.0, 119.0), (93.5, 126.5), (78.0, 135.5), (124.5, 125.0), (263.0, 219.0), (121.5, 193.0), (208.0, 186.0), (33.0, 224.0), (89.0, 160.5), (145.5, 142.0), (165.0, 154.5), (81.5, 119.5), (67.0, 154.0), (59.0, 183.5)]",21,"[((263.0, 219.0), (263.0, 219.0), 0.0), ((208.0, 186.0), (208.0, 186.0), 0.0), ((33.0, 224.0), (33.0, 224.0), 0.0), ((146.0, 142.0), (145.5, 142.0), 0.5), ((164.5, 154.5), (165.0, 154.5), 0.5), ((67.0, 154.5), (67.0, 154.0), 0.5), ((58.5, 183.0), (59.0, 183.5), 0.7071067811865476), ((82.0, 119.0), (81.5, 119.5), 0.7071067811865476)]"
1735744860,"[(260.0, 216.0), (96.0, 180.5), (204.0, 181.0), (43.0, 208.0), (59.0, 169.0), (165.0, 154.5), (96.5, 124.5), (115.0, 133.0), (146.0, 142.5), (76.0, 141.0), (132.5, 131.0), (84.5, 119.0), (260.0, 216.0), (44.0, 207.5), (203.5, 181.0), (99.0, 199.5), (60.0, 169.0), (165.0, 154.5), (147.0, 142.5), (75.5, 141.0), (132.5, 129.5)]",21,"[((260.0, 216.0), (260.0, 216.0), 0.0), ((204.0, 181.0), (203.5, 181.0), 0.5), ((43.0, 208.0), (44.0, 207.5), 1.118033988749895), ((59.0, 169.0), (60.0, 169.0), 1.0), ((165.0, 154.5), (165.0, 154.5), 0.0), ((146.0, 142.5), (147.0, 142.5), 1.0), ((76.0, 141.0), (75.5, 141.0), 0.5), ((132.5, 131.0), (132.5, 129.5), 1.5)]"
1735417440,"[(263.0, 219.0), (182.5, 166.5), (147.5, 142.5), (28.0, 232.5), (66.5, 152.5), (188.5, 141.5), (128.5, 129.0), (74.5, 133.0), (59.0, 180.5), (263.5, 218.5), (183.0, 166.5), (31.5, 232.5), (45.0, 196.5), (148.0, 142.5), (113.5, 191.5), (165.5, 135.0), (66.0, 152.0), (81.5, 120.5), (75.0, 136.0), (122.5, 125.0)]",20,"[((263.0, 219.0), (263.5, 218.5), 0.7071067811865476), ((182.5, 166.5), (183.0, 166.5), 0.5), ((147.5, 142.5), (148.0, 142.5), 0.5), ((66.5, 152.5), (66.0, 152.0), 0.7071067811865476)]"
1735746660,"[(259.5, 216.0), (204.0, 181.0), (28.0, 229.5), (59.5, 169.0), (165.0, 154.5), (146.0, 143.0), (132.5, 131.0), (76.0, 141.5), (81.0, 126.5), (259.5, 216.0), (44.0, 207.5), (203.5, 181.0), (165.0, 154.0), (59.5, 169.0), (146.0, 142.5), (75.5, 141.0), (81.5, 127.5), (132.5, 129.0), (84.0, 118.0), (114.0, 120.5)]",20,"[((259.5, 216.0), (259.5, 216.0), 0.0), ((204.0, 181.0), (203.5, 181.0), 0.5), ((59.5, 169.0), (59.5, 169.0), 0.0), ((165.0, 154.5), (165.0, 154.0), 0.5), ((146.0, 143.0), (146.0, 142.5), 0.5), ((132.5, 131.0), (132.5, 129.0), 2.0), ((76.0, 141.5), (75.5, 141.0), 0.7071067811865476), ((81.0, 126.5), (81.5, 127.5), 1.118033988749895)]"
1735476120,"[(253.0, 213.5), (28.0, 225.0), (62.0, 167.5), (185.0, 168.0), (109.0, 212.5), (152.0, 146.0), (82.5, 119.0), (73.5, 143.0), (115.5, 126.0), (1.5, 211.5), (253.0, 215.0), (207.0, 182.0), (61.5, 168.0), (27.5, 225.0), (165.5, 155.0), (82.5, 119.0), (73.0, 143.5), (119.0, 126.5), (1.5, 210.5), (137.5, 137.0)]",20,"[((253.0, 213.5), (253.0, 215.0), 1.5), ((28.0, 225.0), (27.5, 225.0), 0.5), ((62.0, 167.5), (61.5, 168.0), 0.7071067811865476), ((82.5, 119.0), (82.5, 119.0), 0.0), ((73.5, 143.0), (73.0, 143.5), 0.7071067811865476), ((1.5, 211.5), (1.5, 210.5), 1.0)]"
1735483500,"[(206.0, 182.5), (91.5, 165.0), (62.5, 168.0), (252.0, 215.0), (31.5, 216.5), (165.0, 155.0), (90.0, 144.0), (73.5, 141.0), (111.5, 126.0), (128.5, 172.0), (168.0, 176.5), (207.0, 182.5), (91.5, 165.0), (252.5, 216.0), (61.5, 168.0), (89.5, 145.0), (31.5, 216.5), (165.0, 155.0), (94.0, 127.5), (73.5, 141.5)]",20,"[((206.0, 182.5), (207.0, 182.5), 1.0), ((91.5, 165.0), (91.5, 165.0), 0.0), ((62.5, 168.0), (61.5, 168.0), 1.0), ((252.0, 215.0), (252.5, 216.0), 1.118033988749895), ((31.5, 216.5), (31.5, 216.5), 0.0), ((165.0, 155.0), (165.0, 155.0), 0.0), ((90.0, 144.0), (89.5, 145.0), 1.118033988749895), ((73.5, 141.0), (73.5, 141.5), 0.5)]"
1735745940,"[(259.5, 216.0), (43.5, 207.5), (204.0, 181.0), (165.0, 154.5), (59.0, 168.5), (146.0, 143.0), (132.5, 131.0), (75.0, 140.5), (66.0, 152.5), (84.0, 118.0), (259.5, 216.0), (44.0, 208.0), (203.5, 181.0), (59.5, 169.0), (165.0, 154.0), (132.5, 131.5), (146.0, 142.5), (75.5, 141.0), (83.5, 118.0), (114.0, 120.5)]",20,"[((259.5, 216.0), (259.5, 216.0), 0.0), ((43.5, 207.5), (44.0, 208.0), 0.7071067811865476), ((204.0, 181.0), (203.5, 181.0), 0.5), ((165.0, 154.5), (165.0, 154.0), 0.5), ((59.0, 168.5), (59.5, 169.0), 0.7071067811865476), ((146.0, 143.0), (146.0, 142.5), 0.5), ((132.5, 131.0), (132.5, 131.5), 0.5), ((75.0, 140.5), (75.5, 141.0), 0.7071067811865476), ((84.0, 118.0), (83.5, 118.0), 0.5)]"
1735681860,"[(236.5, 201.0), (26.5, 227.0), (96.5, 162.5), (183.0, 167.5), (111.5, 227.0), (65.5, 158.0), (91.0, 143.5), (148.5, 140.5), (57.5, 192.0), (236.5, 201.0), (26.5, 227.0), (162.5, 155.5), (65.5, 158.0), (91.5, 143.5), (53.0, 180.0), (147.0, 140.0), (81.0, 123.0), (109.5, 138.0), (104.0, 120.0), (92.0, 129.5)]",20,"[((236.5, 201.0), (236.5, 201.0), 0.0), ((26.5, 227.0), (26.5, 227.0), 0.0), ((65.5, 158.0), (65.5, 158.0), 0.0), ((91.0, 143.5), (91.5, 143.5), 0.5), ((148.5, 140.5), (147.0, 140.0), 1.5811388300841898)]"
1735589700,"[(209.0, 184.0), (262.5, 218.5), (127.0, 153.5), (65.5, 168.0), (166.5, 155.0), (103.5, 140.0), (75.5, 142.5), (136.0, 136.5), (118.5, 133.0), (209.0, 184.5), (128.0, 156.0), (262.0, 218.5), (109.0, 142.0), (65.5, 167.5), (93.5, 129.0), (85.0, 117.0), (166.0, 155.0), (116.0, 129.0), (100.0, 116.0), (73.0, 147.0)]",20,"[((209.0, 184.0), (209.0, 184.5), 0.5), ((262.5, 218.5), (262.0, 218.5), 0.5), ((127.0, 153.5), (128.0, 156.0), 2.692582403567252), ((65.5, 168.0), (65.5, 167.5), 0.5), ((166.5, 155.0), (166.0, 155.0), 0.5)]"
1735745400,"[(260.0, 216.0), (43.5, 207.5), (203.5, 181.0), (164.5, 154.5), (60.0, 169.0), (146.0, 143.0), (132.5, 131.5), (76.5, 140.0), (66.5, 152.5), (260.0, 215.5), (43.5, 207.5), (147.0, 182.5), (204.0, 181.0), (165.0, 154.0), (59.5, 169.0), (132.5, 131.5), (75.5, 139.0), (84.0, 117.5), (66.0, 152.5), (145.5, 143.0)]",20,"[((260.0, 216.0), (260.0, 215.5), 0.5), ((43.5, 207.5), (43.5, 207.5), 0.0), ((203.5, 181.0), (204.0, 181.0), 0.5), ((164.5, 154.5), (165.0, 154.0), 0.7071067811865476), ((60.0, 169.0), (59.5, 169.0), 0.5), ((146.0, 143.0), (145.5, 143.0), 0.5), ((132.5, 131.5), (132.5, 131.5), 0.0), ((76.5, 140.0), (75.5, 139.0), 1.4142135623730951), ((66.5, 152.5), (66.0, 152.5), 0.5)]"
1735476660,"[(252.5, 214.5), (185.5, 168.5), (62.0, 167.5), (28.0, 225.0), (145.0, 142.0), (72.0, 142.5), (121.0, 126.5), (82.5, 119.0), (91.5, 149.5), (80.5, 132.0), (253.0, 214.5), (206.0, 183.0), (27.5, 225.0), (61.5, 168.0), (95.0, 145.5), (164.0, 154.0), (120.5, 126.0), (82.0, 119.5), (145.5, 142.0), (76.5, 137.0)]",20,"[((252.5, 214.5), (253.0, 214.5), 0.5), ((62.0, 167.5), (61.5, 168.0), 0.7071067811865476), ((28.0, 225.0), (27.5, 225.0), 0.5), ((145.0, 142.0), (145.5, 142.0), 0.5), ((121.0, 126.5), (120.5, 126.0), 0.7071067811865476), ((82.5, 119.0), (82.0, 119.5), 0.7071067811865476)]"
1735683840,"[(237.0, 201.5), (88.5, 202.5), (27.5, 227.0), (182.5, 167.5), (66.0, 159.0), (91.5, 143.5), (89.0, 128.5), (147.5, 140.5), (46.5, 195.0), (112.5, 135.5), (88.0, 203.0), (237.5, 201.5), (148.0, 211.0), (182.5, 167.5), (28.0, 227.0), (91.0, 143.5), (63.0, 159.0), (147.0, 141.0), (52.5, 180.0), (78.0, 133.0)]",20,"[((237.0, 201.5), (237.5, 201.5), 0.5), ((88.5, 202.5), (88.0, 203.0), 0.7071067811865476), ((27.5, 227.0), (28.0, 227.0), 0.5), ((182.5, 167.5), (182.5, 167.5), 0.0), ((66.0, 159.0), (63.0, 159.0), 3.0), ((91.5, 143.5), (91.0, 143.5), 0.5), ((147.5, 140.5), (147.0, 141.0), 0.7071067811865476)]"
1735481340,"[(98.5, 211.0), (252.0, 215.5), (205.5, 182.5), (62.0, 167.0), (27.0, 225.0), (164.0, 155.0), (82.5, 119.5), (77.5, 136.5), (111.5, 125.5), (139.0, 136.5), (99.0, 210.5), (252.5, 215.5), (206.0, 183.0), (62.0, 167.0), (27.0, 225.0), (165.0, 156.0), (82.0, 119.5), (77.0, 136.5), (112.5, 125.5), (139.0, 137.0)]",20,"[((98.5, 211.0), (99.0, 210.5), 0.7071067811865476), ((252.0, 215.5), (252.5, 215.5), 0.5), ((205.5, 182.5), (206.0, 183.0), 0.7071067811865476), ((62.0, 167.0), (62.0, 167.0), 0.0), ((27.0, 225.0), (27.0, 225.0), 0.0), ((164.0, 155.0), (165.0, 156.0), 1.4142135623730951), ((82.5, 119.5), (82.0, 119.5), 0.5), ((77.5, 136.5), (77.0, 136.5), 0.5), ((111.5, 125.5), (112.5, 125.5), 1.0), ((139.0, 136.5), (139.0, 137.0), 0.5)]"
1735691040,"[(182.5, 168.0), (289.0, 223.0), (28.0, 224.5), (96.0, 162.5), (66.5, 158.5), (149.0, 142.5), (115.0, 137.0), (55.0, 182.0), (90.5, 143.0), (97.5, 125.0), (221.0, 195.5), (236.5, 202.0), (97.5, 165.0), (182.0, 167.5), (29.0, 224.5), (66.5, 158.5), (89.5, 143.0), (125.5, 157.0), (53.0, 182.5), (80.5, 123.0)]",20,"[((182.5, 168.0), (182.0, 167.5), 0.7071067811865476), ((28.0, 224.5), (29.0, 224.5), 1.0), ((96.0, 162.5), (97.5, 165.0), 2.9154759474226504), ((66.5, 158.5), (66.5, 158.5), 0.0), ((55.0, 182.0), (53.0, 182.5), 2.0615528128088303), ((90.5, 143.0), (89.5, 143.0), 1.0)]"
1735421760,"[(122.0, 224.0), (187.0, 220.0), (263.5, 219.0), (165.5, 154.5), (62.0, 170.5), (31.0, 233.0), (119.5, 136.0), (102.5, 169.5), (105.0, 189.5), (76.5, 136.5), (223.5, 187.0), (81.0, 123.5), (179.5, 209.0), (121.0, 218.0), (263.5, 219.0), (165.5, 154.0), (31.5, 233.0), (55.5, 177.5), (77.0, 136.0), (80.5, 124.0)]",20,"[((263.5, 219.0), (263.5, 219.0), 0.0), ((165.5, 154.5), (165.5, 154.0), 0.5), ((31.0, 233.0), (31.5, 233.0), 0.5), ((76.5, 136.5), (77.0, 136.0), 0.7071067811865476), ((81.0, 123.5), (80.5, 124.0), 0.7071067811865476)]"
1735743060,"[(260.0, 216.0), (44.0, 207.5), (203.5, 181.0), (59.0, 169.0), (145.5, 142.5), (166.0, 154.5), (75.5, 141.0), (132.5, 131.0), (84.5, 119.0), (80.0, 127.0), (260.0, 216.0), (44.0, 207.5), (204.0, 181.0), (59.0, 169.5), (165.0, 154.0), (146.0, 142.5), (133.0, 131.5), (84.5, 118.5), (80.5, 126.5), (75.5, 139.0)]",20,"[((260.0, 216.0), (260.0, 216.0), 0.0), ((44.0, 207.5), (44.0, 207.5), 0.0), ((203.5, 181.0), (204.0, 181.0), 0.5), ((59.0, 169.0), (59.0, 169.5), 0.5), ((145.5, 142.5), (146.0, 142.5), 0.5), ((166.0, 154.5), (165.0, 154.0), 1.118033988749895), ((75.5, 141.0), (75.5, 139.0), 2.0), ((132.5, 131.0), (133.0, 131.5), 0.7071067811865476), ((84.5, 119.0), (84.5, 118.5), 0.5), ((80.0, 127.0), (80.5, 126.5), 0.7071067811865476)]"
1735734420,"[(236.5, 201.5), (52.5, 185.5), (165.0, 154.0), (66.5, 159.0), (91.5, 148.5), (147.0, 143.0), (115.0, 119.0), (132.5, 131.5), (84.0, 118.5), (144.5, 125.5), (76.0, 139.0), (236.0, 201.0), (52.5, 185.5), (165.0, 154.5), (65.5, 157.5), (91.5, 147.5), (146.5, 142.5), (115.0, 119.5), (84.5, 118.0), (144.0, 125.0)]",20,"[((236.5, 201.5), (236.0, 201.0), 0.7071067811865476), ((52.5, 185.5), (52.5, 185.5), 0.0), ((165.0, 154.0), (165.0, 154.5), 0.5), ((66.5, 159.0), (65.5, 157.5), 1.8027756377319946), ((91.5, 148.5), (91.5, 147.5), 1.0), ((147.0, 143.0), (146.5, 142.5), 0.7071067811865476), ((115.0, 119.0), (115.0, 119.5), 0.5), ((84.0, 118.5), (84.5, 118.0), 0.7071067811865476), ((144.5, 125.5), (144.0, 125.0), 0.7071067811865476)]"
1735440660,"[(264.0, 219.0), (93.0, 155.5), (74.0, 188.0), (164.5, 153.5), (121.5, 135.0), (32.5, 233.0), (63.5, 166.5), (311.0, 75.5), (75.0, 132.5), (138.5, 138.0), (264.5, 219.0), (165.5, 153.5), (32.5, 233.0), (122.0, 135.0), (44.5, 198.5), (146.0, 143.5), (208.5, 188.0), (69.0, 153.0), (61.5, 169.5), (73.0, 141.0)]",20,"[((264.0, 219.0), (264.5, 219.0), 0.5), ((164.5, 153.5), (165.5, 153.5), 1.0), ((121.5, 135.0), (122.0, 135.0), 0.5), ((32.5, 233.0), (32.5, 233.0), 0.0)]"
1735434000,"[(173.0, 203.5), (116.0, 212.0), (269.0, 219.0), (33.5, 233.0), (59.0, 181.5), (184.0, 165.0), (80.0, 125.5), (130.5, 163.5), (223.5, 188.5), (188.5, 221.5), (264.5, 219.0), (153.0, 176.5), (59.5, 187.0), (123.0, 146.5), (33.5, 233.0), (80.0, 123.5), (103.0, 121.5), (77.0, 138.5), (94.0, 131.5), (166.0, 152.0)]",20,"[((33.5, 233.0), (33.5, 233.0), 0.0), ((80.0, 125.5), (80.0, 123.5), 2.0)]"
1735690500,"[(236.5, 201.5), (29.0, 224.5), (96.0, 162.5), (182.0, 167.0), (66.5, 158.5), (116.5, 133.0), (53.0, 183.5), (91.0, 142.5), (133.0, 133.0), (92.5, 125.0), (80.5, 125.5), (237.5, 201.5), (182.5, 167.5), (96.0, 163.0), (28.0, 224.5), (65.5, 158.5), (97.5, 129.5), (52.5, 181.0), (148.5, 142.5), (133.0, 133.5)]",20,"[((236.5, 201.5), (237.5, 201.5), 1.0), ((29.0, 224.5), (28.0, 224.5), 1.0), ((96.0, 162.5), (96.0, 163.0), 0.5), ((182.0, 167.0), (182.5, 167.5), 0.7071067811865476), ((66.5, 158.5), (65.5, 158.5), 1.0), ((53.0, 183.5), (52.5, 181.0), 2.5495097567963922), ((133.0, 133.0), (133.0, 133.5), 0.5)]"
1735689420,"[(28.5, 224.5), (236.5, 202.5), (182.0, 168.0), (90.0, 147.5), (147.0, 142.5), (66.5, 158.0), (132.0, 133.5), (51.5, 182.0), (78.0, 133.0), (29.5, 224.5), (289.5, 223.0), (183.0, 167.5), (132.0, 152.5), (91.0, 147.0), (67.0, 158.5), (116.5, 135.0), (95.5, 134.0), (141.0, 137.0), (205.5, 132.0), (43.0, 192.0)]",20,"[((28.5, 224.5), (29.5, 224.5), 1.0), ((182.0, 168.0), (183.0, 167.5), 1.118033988749895), ((90.0, 147.5), (91.0, 147.0), 1.118033988749895), ((66.5, 158.0), (67.0, 158.5), 0.7071067811865476)]"
1735742520,"[(259.5, 216.0), (204.0, 181.0), (44.0, 208.0), (59.0, 169.0), (165.0, 154.0), (84.5, 118.0), (132.5, 131.5), (76.0, 141.0), (146.5, 142.5), (80.5, 126.5), (259.5, 216.0), (43.5, 207.5), (204.0, 180.5), (59.5, 168.5), (165.5, 154.0), (76.0, 141.0), (145.5, 143.5), (132.5, 131.0), (84.5, 118.5), (80.5, 126.5)]",20,"[((259.5, 216.0), (259.5, 216.0), 0.0), ((204.0, 181.0), (204.0, 180.5), 0.5), ((44.0, 208.0), (43.5, 207.5), 0.7071067811865476), ((59.0, 169.0), (59.5, 168.5), 0.7071067811865476), ((165.0, 154.0), (165.5, 154.0), 0.5), ((84.5, 118.0), (84.5, 118.5), 0.5), ((132.5, 131.5), (132.5, 131.0), 0.5), ((76.0, 141.0), (76.0, 141.0), 0.0), ((146.5, 142.5), (145.5, 143.5), 1.4142135623730951), ((80.5, 126.5), (80.5, 126.5), 0.0)]"
1735707240,"[(189.0, 216.5), (87.0, 167.5), (202.5, 181.5), (140.5, 156.0), (163.0, 154.0), (47.5, 203.5), (108.0, 142.5), (61.0, 167.5), (288.0, 222.5), (237.5, 202.0), (117.0, 192.0), (28.5, 224.5), (122.5, 227.0), (182.0, 165.0), (87.0, 149.0), (60.5, 168.0), (132.0, 132.5), (110.0, 132.0), (150.5, 145.0), (47.0, 199.0)]",20,"[((61.0, 167.5), (60.5, 168.0), 0.7071067811865476)]"
1735736220,"[(236.5, 202.0), (52.0, 186.0), (181.0, 167.5), (67.5, 158.5), (145.5, 143.0), (133.0, 131.5), (115.0, 119.0), (84.5, 118.0), (75.5, 141.0), (80.0, 127.5), (236.0, 202.0), (180.5, 167.0), (52.5, 185.0), (121.0, 145.0), (67.0, 158.5), (145.5, 143.5), (115.0, 119.5), (84.5, 118.0), (133.0, 131.0), (75.5, 141.5)]",20,"[((236.5, 202.0), (236.0, 202.0), 0.5), ((52.0, 186.0), (52.5, 185.0), 1.118033988749895), ((181.0, 167.5), (180.5, 167.0), 0.7071067811865476), ((67.5, 158.5), (67.0, 158.5), 0.5), ((145.5, 143.0), (145.5, 143.5), 0.5), ((133.0, 131.5), (133.0, 131.0), 0.5), ((115.0, 119.0), (115.0, 119.5), 0.5), ((84.5, 118.0), (84.5, 118.0), 0.0), ((75.5, 141.0), (75.5, 141.5), 0.5)]"
1735740180,"[(259.5, 216.0), (203.5, 180.5), (43.5, 208.5), (59.5, 169.0), (165.0, 154.5), (133.0, 132.0), (75.5, 141.0), (146.5, 142.5), (84.5, 118.5), (81.5, 125.5), (260.0, 215.5), (204.0, 181.0), (43.5, 208.0), (165.5, 154.0), (60.5, 169.0), (146.0, 143.0), (132.5, 131.0), (76.0, 141.5), (81.5, 127.5), (84.5, 118.5)]",20,"[((259.5, 216.0), (260.0, 215.5), 0.7071067811865476), ((203.5, 180.5), (204.0, 181.0), 0.7071067811865476), ((43.5, 208.5), (43.5, 208.0), 0.5), ((59.5, 169.0), (60.5, 169.0), 1.0), ((165.0, 154.5), (165.5, 154.0), 0.7071067811865476), ((133.0, 132.0), (132.5, 131.0), 1.118033988749895), ((75.5, 141.0), (76.0, 141.5), 0.7071067811865476), ((146.5, 142.5), (146.0, 143.0), 0.7071067811865476), ((84.5, 118.5), (84.5, 118.5), 0.0), ((81.5, 125.5), (81.5, 127.5), 2.0)]"
1735687980,"[(289.0, 223.5), (28.5, 224.5), (182.5, 167.5), (110.5, 161.5), (66.5, 159.0), (89.5, 153.5), (117.5, 137.5), (124.0, 235.5), (53.5, 185.5), (116.0, 129.5), (141.0, 138.0), (78.5, 138.0), (182.0, 168.0), (289.5, 223.0), (29.5, 224.0), (146.5, 143.0), (90.0, 153.5), (65.5, 158.5), (51.5, 182.5), (132.0, 134.0)]",20,"[((289.0, 223.5), (289.5, 223.0), 0.7071067811865476), ((28.5, 224.5), (29.5, 224.0), 1.118033988749895), ((182.5, 167.5), (182.0, 168.0), 0.7071067811865476), ((66.5, 159.0), (65.5, 158.5), 1.118033988749895), ((89.5, 153.5), (90.0, 153.5), 0.5)]"
1735737300,"[(236.0, 201.0), (44.0, 207.5), (60.0, 169.5), (181.0, 167.5), (141.5, 137.5), (114.5, 119.5), (156.0, 149.0), (81.5, 126.0), (75.5, 141.0), (236.0, 201.5), (43.5, 208.0), (181.0, 167.5), (60.0, 169.0), (146.5, 143.0), (114.5, 119.5), (80.0, 126.5), (74.0, 140.5), (133.0, 130.5), (84.0, 118.5), (79.5, 156.0)]",20,"[((236.0, 201.0), (236.0, 201.5), 0.5), ((44.0, 207.5), (43.5, 208.0), 0.7071067811865476), ((60.0, 169.5), (60.0, 169.0), 0.5), ((181.0, 167.5), (181.0, 167.5), 0.0), ((114.5, 119.5), (114.5, 119.5), 0.0), ((81.5, 126.0), (80.0, 126.5), 1.5811388300841898), ((75.5, 141.0), (74.0, 140.5), 1.5811388300841898)]"
